ticker,revised_ticker,first_qualifying_date,last_qualifying_date,mktcap_bucket,bucket_population,rank_on_first_qualifying_date,best_rank_in_bucket,worst_rank_in_bucket,num_hh_flagpoles,hh_dates,hh_confirmed_dates,suggested_resistances,latest_suggested_resistance,is_valid_flag,resistance_override,status,streak_still_active
AIM,AIM,2020-06-01,2020-07-21,small,276.0,9.0,4.0,13.0,2.0,2020-06-10; 2020-07-20,2020-06-12; 2020-07-22,2.967; 4.2957,4.2957,,,OK,
AIMT^20,AIMT,2017-11-01,2017-11-09,small,20.0,13.0,10.0,13.0,1.0,2017-11-30,2017-12-04,38.86,38.86,,,OK,
AIMT^20,AIMT,2018-11-05,2018-11-16,small,8.0,8.0,8.0,16.0,2.0,2018-11-07; 2018-12-20,2018-11-09; 2018-12-24,36.12; 25.85,25.85,,,OK,
AIMT^20,AIMT,2019-01-17,2019-01-22,small,20.0,13.0,11.0,13.0,2.0,2019-02-27; 2019-03-04,2019-03-01; 2019-03-06,25.53; 25.81,25.81,,,OK,
AIMT^20,AIMT,2019-09-16,2019-09-27,small,41.0,16.0,12.0,16.0,3.0,2019-09-16; 2019-10-17; 2019-10-28,2019-09-18; 2019-10-21; 2019-10-30,26.81; 25.92; 28.7,28.7,,,OK,
AIMT^20,AIMT,2020-01-17,2020-01-29,small,40.0,9.0,6.0,9.0,1.0,2020-01-16,2020-01-21,37.0,37.0,,,OK,
AIP,AIP,2026-06-17,2026-07-02,small,91.0,14.0,10.0,16.0,2.0,2026-06-22; 2026-06-30,2026-06-24; 2026-07-02,45.3; 50.26,50.26,,,OK,
AIPC^10,AIPC,2009-01-07,2009-04-15,small,190.0,5.0,1.0,5.0,6.0,2009-01-06; 2009-01-16; 2009-02-13; 2009-02-25; 2009-03-30; 2009-05-11,2009-01-08; 2009-01-21; 2009-02-18; 2009-02-27; 2009-04-01; 2009-05-13,25.83; 26.0; 33.41; 33.5; 35.725; 32.75,32.75,,,OK,
AIR,AIR,2009-01-26,2009-02-10,small,48.0,8.0,8.0,12.0,1.0,2009-01-28,2009-01-30,19.84,19.84,,,OK,
AIRT,AIRT,2005-02-15,2005-02-25,small,15.0,13.0,7.0,14.0,3.0,2005-02-11; 2005-03-14; 2005-03-22,2005-02-15; 2005-03-16; 2005-03-24,15.00017026106697; 11.893468331441545; 12.973480590238363,12.973480590238363,,,OK,
AIV,AIV,2008-01-31,2008-02-07,mid,16.0,11.0,9.0,13.0,3.0,2008-01-29; 2008-02-01; 2008-02-26,2008-01-31; 2008-02-05; 2008-02-28,51.9669; 52.4905; 48.162,48.162,,,OK,
AIV,AIV,2008-08-01,2008-08-12,mid,27.0,16.0,6.0,16.0,1.0,2008-09-19,2008-09-23,53.6268,53.6268,,,OK,
AIV,AIV,2010-05-06,2010-05-17,mid,40.0,6.0,3.0,6.0,2.0,2010-05-05; 2010-06-21,2010-05-07; 2010-06-23,30.9114; 29.0095,29.0095,,,OK,
AKAM,AKAM,2006-07-10,2006-08-14,mid,2.0,1.0,1.0,2.0,2.0,2006-08-04; 2006-09-18,2006-08-08; 2006-09-20,42.0; 47.84,47.84,,,OK,
AKAM,AKAM,2007-10-11,2007-10-26,mid,15.0,12.0,10.0,14.0,2.0,2007-10-11; 2007-10-30,2007-10-15; 2007-11-01,38.25; 41.45,41.45,,,OK,
AKAM,AKAM,2008-03-12,2008-03-13,,,,,,0.0,,,,,,,no_pivot_yet,False
AKAM,AKAM,2009-02-18,2009-04-08,mid,75.0,14.0,8.0,16.0,4.0,2009-02-26; 2009-03-27; 2009-04-02; 2009-05-06,2009-03-02; 2009-03-31; 2009-04-06; 2009-05-08,18.98; 20.85; 22.03; 23.58,23.58,,,OK,
AKAM,AKAM,2010-05-18,2010-05-26,mid,12.0,2.0,2.0,4.0,3.0,2010-05-18; 2010-06-03; 2010-06-21,2010-05-20; 2010-06-07; 2010-06-23,42.69; 43.5; 46.72,46.72,,,OK,
AKAOQ^21,AKAOQ,2016-12-12,2017-05-30,,,,,,0.0,,,,,,,no_daily_bars,False
AKAOQ^21,AKAOQ,2018-04-03,2018-05-07,,,,,,0.0,,,,,,,no_daily_bars,False
AKBA,AKBA,2015-09-24,2015-10-20,small,24.0,15.0,4.0,16.0,2.0,2015-10-19; 2015-11-27,2015-10-21; 2015-12-01,11.03; 11.048,11.048,,,OK,
AKBA,AKBA,2017-05-08,2017-05-15,small,13.0,7.0,5.0,11.0,2.0,2017-05-16; 2017-06-22,2017-05-18; 2017-06-26,15.88; 16.54,16.54,,,OK,
AKBA,AKBA,2020-02-05,2020-03-05,small,27.0,5.0,5.0,16.0,3.0,2020-02-12; 2020-02-21; 2020-04-14,2020-02-14; 2020-02-25; 2020-04-16,9.4; 10.53; 7.565,7.565,,,OK,
AKBA,AKBA,2020-05-05,2020-05-27,small,308.0,13.0,11.0,16.0,3.0,2020-05-11; 2020-06-23; 2020-07-07,2020-05-13; 2020-06-25; 2020-07-09,13.17; 12.84; 13.71,13.71,,,OK,
AKCA^20,AKCA,2018-03-20,2018-04-25,mid,18.0,8.0,5.0,16.0,3.0,2018-03-21; 2018-04-23; 2018-05-29,2018-03-23; 2018-04-25; 2018-05-31,33.9851; 28.88; 25.33,25.33,,,OK,
AKRO^25,AKRO,2022-09-13,2023-01-31,small,43.0,7.0,1.0,10.0,7.0,2022-09-13; 2022-10-06; 2022-10-13; 2022-10-25; 2022-11-30; 2023-01-03; 2023-03-03,2022-09-15; 2022-10-10; 2022-10-17; 2022-10-27; 2022-12-02; 2023-01-05; 2023-03-07,29.78; 39.735; 40.49; 45.32; 48.24; 54.88; 48.405,48.405,,,OK,
AKRO^25,AKRO,2024-06-27,2024-07-02,small,29.0,16.0,12.0,16.0,2.0,2024-07-16; 2024-07-26,2024-07-18; 2024-07-30,28.21; 29.12,29.12,,,OK,
AKRO^25,AKRO,2025-02-03,2025-02-18,mid,35.0,13.0,7.0,16.0,1.0,2025-02-21,2025-02-25,52.74,52.74,,,OK,
AKRO^25,AKRO,2025-05-12,2025-06-17,mid,34.0,15.0,8.0,16.0,3.0,2025-05-22; 2025-06-09; 2025-06-27,2025-05-27; 2025-06-11; 2025-07-01,50.54; 57.07; 57.35,57.35,,,OK,
AKRXQ^20,AKRXQ,2011-11-01,2011-11-16,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2014-03-04,2014-03-07,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2014-11-06,2014-11-11,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2015-03-10,2015-03-12,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2015-11-24,2015-12-03,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2016-04-18,2016-05-27,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2018-07-13,2018-07-25,,,,,,0.0,,,,,,,no_daily_bars,False
AKRXQ^20,AKRXQ,2019-05-15,2019-06-18,,,,,,0.0,,,,,,,no_daily_bars,False
AKS^20,AKS,2005-01-03,2005-03-08,,,,,,0.0,,,,,,,no_pivot_yet,False
AKS^20,AKS,2005-07-21,2005-08-10,,,,,,0.0,,,,,,,no_pivot_yet,False
AKS^20,AKS,2007-03-02,2007-03-19,mid,4.0,2.0,1.0,3.0,5.0,2007-02-28; 2007-03-26; 2007-04-09; 2007-04-17; 2007-04-25,2007-03-02; 2007-03-28; 2007-04-11; 2007-04-19; 2007-04-27,23.82; 23.81; 24.64; 27.97; 32.25,32.25,,,OK,
AKS^20,AKS,2007-10-23,2007-10-24,mid,23.0,11.0,10.0,11.0,2.0,2007-10-19; 2007-10-29,2007-10-23; 2007-10-31,52.32; 53.97,53.97,,,OK,
AKS^20,AKS,2008-02-12,2008-04-02,mid,51.0,9.0,7.0,16.0,7.0,2008-02-27; 2008-03-06; 2008-03-19; 2008-04-11; 2008-04-16; 2008-05-07; 2008-05-14,2008-02-29; 2008-03-10; 2008-03-24; 2008-04-15; 2008-04-18; 2008-05-09; 2008-05-16,54.99; 56.27; 57.19; 67.75; 69.62; 70.79; 72.05,72.05,,,OK,
AKS^20,AKS,2009-06-16,2009-09-25,mid,82.0,10.0,2.0,16.0,3.0,2009-07-20; 2009-08-06; 2009-09-17,2009-07-22; 2009-08-10; 2009-09-21,21.07; 22.38; 24.27,24.27,,,OK,
AKS^20,AKS,2010-01-19,2010-01-25,mid,6.0,4.0,4.0,16.0,2.0,2010-02-19; 2010-03-05,2010-02-23; 2010-03-09,23.64; 25.24,25.24,,,OK,
AKS^20,AKS,2012-02-03,2012-02-07,,,,,,0.0,,,,,,,no_pivot_yet,False
AKS^20,AKS,2012-08-27,2012-09-17,small,9.0,5.0,5.0,16.0,2.0,2012-09-14; 2012-10-18,2012-09-18; 2012-10-22,6.73; 5.9,5.9,,,OK,
AKS^20,AKS,2015-04-21,2015-05-15,small,28.0,14.0,8.0,16.0,3.0,2015-04-28; 2015-05-06; 2015-05-14,2015-04-30; 2015-05-08; 2015-05-18,5.47; 5.493; 5.93,5.93,,,OK,
AKS^20,AKS,2016-02-19,2016-05-04,small,16.0,12.0,4.0,15.0,4.0,2016-03-07; 2016-03-18; 2016-04-20; 2016-06-08,2016-03-09; 2016-03-22; 2016-04-22; 2016-06-10,4.2; 4.48; 5.24; 5.5,5.5,,,OK,
AKS^20,AKS,2016-06-15,2016-08-11,small,30.0,4.0,2.0,11.0,2.0,2016-07-18; 2016-07-27,2016-07-20; 2016-07-29,5.84; 7.09,7.09,,,OK,
AKS^20,AKS,2016-10-11,2016-12-30,small,17.0,13.0,1.0,13.0,5.0,2016-10-25; 2016-11-28; 2016-12-08; 2017-01-05; 2017-01-11,2016-10-27; 2016-11-30; 2016-12-12; 2017-01-09; 2017-01-13,5.75; 9.5; 11.39; 11.23; 11.28,11.28,,,OK,
AKS^20,AKS,2019-02-13,2019-02-15,small,26.0,14.0,14.0,16.0,1.0,2019-02-20,2019-02-22,3.29,3.29,,,OK,
AKS^20,AKS,2019-07-23,2019-07-31,small,16.0,10.0,10.0,15.0,1.0,2019-07-30,2019-08-01,3.03,3.03,,,OK,
AKS^20,AKS,2019-11-01,2019-11-11,small,19.0,10.0,10.0,15.0,1.0,2019-12-19,2019-12-23,3.44,3.44,,,OK,
AKTX,AKTX,2017-04-06,2017-05-03,small,24.0,11.0,2.0,11.0,1.0,2017-04-10,2017-04-12,17759.84,17759.84,,,OK,
AKTX,AKTX,2019-03-18,2019-04-02,small,39.0,7.0,4.0,13.0,2.0,2019-03-14; 2019-04-23,2019-03-18; 2019-04-25,7360.0; 4032.0,4032.0,,,OK,
ALAB,ALAB,2024-10-15,2025-01-14,large_plus,13.0,11.0,2.0,14.0,8.0,2024-10-11; 2024-10-30; 2024-11-11; 2024-11-25; 2024-12-16; 2024-12-26; 2025-01-06; 2025-02-06,2024-10-15; 2024-11-01; 2024-11-13; 2024-11-27; 2024-12-18; 2024-12-30; 2025-01-08; 2025-02-10,70.74; 75.16; 100.09; 113.85; 136.39; 147.36; 147.39; 111.12,111.12,,,OK,
ALAB,ALAB,2025-05-21,2025-06-05,large_plus,13.0,6.0,6.0,11.0,3.0,2025-05-29; 2025-06-20; 2025-07-10,2025-06-02; 2025-06-24; 2025-07-14,100.1899; 101.819; 103.5,103.5,,,OK,
ALAB,ALAB,2025-07-21,2025-09-30,large_plus,13.0,12.0,1.0,16.0,4.0,2025-07-23; 2025-08-13; 2025-09-18; 2025-10-06,2025-07-25; 2025-08-15; 2025-09-22; 2025-10-08,125.45; 199.47; 262.9; 232.0,232.0,,,OK,
ALAB,ALAB,2025-12-30,2026-01-16,large_plus,12.0,7.0,5.0,16.0,2.0,2026-01-05; 2026-02-10,2026-01-07; 2026-02-12,185.18; 192.86,192.86,,,OK,
ALAB,ALAB,2026-06-17,2026-07-14,large_plus,55.0,15.0,5.0,16.0,3.0,2026-06-22; 2026-06-30; 2026-08-04,2026-06-24; 2026-07-02; 2026-08-06,440.99; 499.4762; 367.85,367.85,,,OK,
ALAR,ALAR,2024-05-29,2024-07-17,small,63.0,2.0,1.0,12.0,2.0,2024-05-29; 2024-07-03,2024-05-31; 2024-07-08,40.94; 46.685,46.685,,,OK,
ALB,ALB,2022-05-20,2022-06-13,large_plus,6.0,4.0,4.0,8.0,2.0,2022-05-18; 2022-05-27,2022-05-20; 2022-06-01,244.9; 273.68,273.68,,,OK,
ALB,ALB,2022-11-17,2022-11-22,,,,,,0.0,,,,,,,no_pivot_yet,False
ALB,ALB,2024-03-06,2024-04-16,large_plus,7.0,6.0,4.0,8.0,4.0,2024-04-01; 2024-04-09; 2024-05-07; 2024-05-15,2024-04-03; 2024-04-11; 2024-05-09; 2024-05-17,132.8; 133.72; 135.75; 137.4958,137.4958,,,OK,
ALB,ALB,2025-10-29,2025-12-04,large_plus,15.0,11.0,5.0,12.0,4.0,2025-11-19; 2025-12-01; 2025-12-26; 2026-01-14,2025-11-21; 2025-12-03; 2025-12-30; 2026-01-16,127.07; 132.9; 152.08; 179.14,179.14,,,OK,
ALB,ALB,2026-02-02,2026-02-27,large_plus,41.0,14.0,13.0,14.0,2.0,2026-02-25; 2026-03-30,2026-02-27; 2026-04-01,206.0; 186.96,186.96,,,OK,
ALB,ALB,2026-04-10,2026-05-11,large_plus,23.0,11.0,10.0,16.0,2.0,2026-04-16; 2026-05-07,2026-04-20; 2026-05-11,215.71; 221.0,221.0,,,OK,
ALDR^19,ALDR,2015-01-12,2015-01-28,,,,,,0.0,,,,,,,no_pivot_yet,False
ALDR^19,ALDR,2015-05-18,2015-07-24,small,32.0,3.0,3.0,15.0,5.0,2015-05-21; 2015-05-28; 2015-06-05; 2015-06-16; 2015-07-01,2015-05-26; 2015-06-01; 2015-06-09; 2015-06-18; 2015-07-06,41.5; 43.53; 47.93; 49.2648; 54.9,54.9,,,OK,
ALDR^19,ALDR,2015-11-25,2015-12-04,small,33.0,15.0,11.0,15.0,1.0,2015-11-27,2015-12-01,39.43,39.43,,,OK,
ALDR^19,ALDR,2016-06-02,2016-06-10,small,19.0,10.0,9.0,16.0,1.0,2016-06-02,2016-06-06,32.44,32.44,,,OK,
ALDR^19,ALDR,2016-08-01,2016-10-05,small,13.0,10.0,5.0,16.0,1.0,2016-08-24,2016-08-26,36.48,36.48,,,OK,
ALDR^19,ALDR,2017-02-14,2017-02-22,small,14.0,13.0,13.0,15.0,1.0,2017-02-10,2017-02-14,25.45,25.45,,,OK,
ALDR^19,ALDR,2018-04-27,2018-04-30,small,17.0,8.0,6.0,8.0,2.0,2018-05-15; 2018-05-21,2018-05-17; 2018-05-23,15.3; 16.05,16.05,,,OK,
ALDR^19,ALDR,2018-08-16,2018-08-17,small,23.0,16.0,13.0,16.0,1.0,2018-09-13,2018-09-17,18.95,18.95,,,OK,
ALDR^19,ALDR,2019-01-30,2019-02-15,small,30.0,16.0,13.0,16.0,2.0,2019-01-31; 2019-02-25,2019-02-04; 2019-02-27,15.17; 14.95,14.95,,,OK,
ALDR^19,ALDR,2019-04-05,2019-04-08,small,30.0,16.0,15.0,16.0,1.0,2019-04-26,2019-04-30,14.2,14.2,,,OK,
ALDX,ALDX,2017-09-20,2017-10-05,,,,,,0.0,,,,,,,no_pivot_yet,False
ALDX,ALDX,2018-09-26,2018-10-18,small,33.0,13.0,4.0,13.0,1.0,2018-09-26,2018-09-28,16.7,16.7,,,OK,
ALDX,ALDX,2023-04-20,2023-04-26,,,,,,0.0,,,,,,,no_pivot_yet,False
ALEC,ALEC,2020-02-03,2020-02-24,mid,23.0,8.0,4.0,9.0,2.0,2020-02-07; 2020-03-04,2020-02-11; 2020-03-06,35.93; 31.99,31.99,,,OK,
ALEC,ALEC,2020-05-21,2020-06-10,mid,148.0,16.0,12.0,16.0,2.0,2020-05-26; 2020-06-23,2020-05-28; 2020-06-25,34.89; 33.82,33.82,,,OK,
ALEC,ALEC,2021-07-06,2021-07-26,mid,74.0,12.0,3.0,12.0,3.0,2021-07-02; 2021-08-13; 2021-09-02,2021-07-07; 2021-08-17; 2021-09-07,43.32; 29.22; 29.3,29.3,,,OK,
ALGM,ALGM,2021-12-17,2022-01-05,mid,19.0,9.0,3.0,13.0,2.0,2021-12-28; 2022-02-02,2021-12-30; 2022-02-04,38.281; 29.98,29.98,,,OK,
ALGM,ALGM,2025-03-14,2025-03-31,mid,23.0,14.0,11.0,16.0,2.0,2025-03-19; 2025-05-02,2025-03-21; 2025-05-06,27.94; 19.85,19.85,,,OK,
ALGM,ALGM,2026-07-07,2026-07-13,large_plus,46.0,16.0,11.0,16.0,2.0,2026-08-10; 2026-08-17,2026-08-12; 2026-08-19,44.87; 46.58,46.58,,,OK,
ALGN,ALGN,2005-04-28,2005-05-09,small,7.0,4.0,4.0,11.0,1.0,2005-05-09,2005-05-11,8.9,8.9,,,OK,
ALGN,ALGN,2006-10-05,2006-10-18,small,9.0,4.0,3.0,4.0,2.0,2006-10-13; 2006-11-22,2006-10-17; 2006-11-27,15.33; 13.64,13.64,,,OK,
ALGN,ALGN,2018-02-05,2018-02-06,large_plus,6.0,4.0,4.0,4.0,1.0,2018-03-12,2018-03-14,277.315,277.315,,,OK,
ALGS,ALGS,2024-12-13,2024-12-26,small,83.0,16.0,12.0,16.0,2.0,2024-12-27; 2025-01-06,2024-12-31; 2025-01-08,44.39; 46.8,46.8,,,OK,
ALGT,ALGT,2008-09-09,2009-01-08,small,76.0,15.0,1.0,15.0,8.0,2008-09-09; 2008-09-19; 2008-11-03; 2008-11-28; 2008-12-09; 2008-12-17; 2008-12-31; 2009-01-27,2008-09-11; 2008-09-23; 2008-11-05; 2008-12-02; 2008-12-11; 2008-12-19; 2009-01-05; 2009-01-29,34.98; 35.94; 43.1; 44.58; 45.11; 47.34; 49.06; 41.8,41.8,,,OK,
ALGT,ALGT,2009-03-18,2009-04-21,small,36.0,2.0,2.0,16.0,4.0,2009-03-18; 2009-04-13; 2009-04-21; 2009-06-02,2009-03-20; 2009-04-15; 2009-04-23; 2009-06-04,42.37; 55.305; 57.52; 45.51,45.51,,,OK,
ALHC,ALHC,2024-09-23,2024-11-11,mid,33.0,3.0,3.0,15.0,2.0,2024-10-08; 2024-11-06,2024-10-10; 2024-11-08,12.2499; 14.25,14.25,,,OK,
ALHC,ALHC,2025-03-18,2025-04-25,mid,24.0,13.0,3.0,13.0,3.0,2025-04-03; 2025-04-08; 2025-05-19,2025-04-07; 2025-04-10; 2025-05-21,18.97; 21.06; 16.3,16.3,,,OK,
ALJ^17,ALJ,2006-05-22,2006-08-17,,,,,,0.0,,,,,,,no_pivot_yet,False
ALJ^17,ALJ,2015-08-21,2015-08-25,small,18.0,9.0,9.0,15.0,2.0,2015-09-23; 2015-10-07,2015-09-25; 2015-10-09,18.92; 19.84,19.84,,,OK,
ALK,ALK,2008-02-12,2008-02-28,small,74.0,10.0,10.0,15.0,1.0,2008-02-21,2008-02-25,14.28,14.28,,,OK,
ALK,ALK,2008-11-03,2009-01-20,small,5.0,3.0,3.0,14.0,5.0,2008-11-04; 2008-12-09; 2008-12-24; 2009-01-29; 2009-02-17,2008-11-06; 2008-12-11; 2008-12-29; 2009-02-02; 2009-02-19,13.87; 13.99; 14.585; 15.055; 14.98,14.98,,,OK,
ALK,ALK,2010-05-20,2010-05-21,small,34.0,13.0,12.0,13.0,3.0,2010-05-27; 2010-06-03; 2010-06-18,2010-06-01; 2010-06-07; 2010-06-22,24.525; 25.35; 27.065,27.065,,,OK,
ALKS,ALKS,2013-05-31,2013-06-07,mid,11.0,7.0,5.0,8.0,2.0,2013-07-01; 2013-07-18,2013-07-03; 2013-07-22,30.275; 31.58,31.58,,,OK,
ALKS,ALKS,2015-09-25,2015-09-28,large_plus,3.0,2.0,2.0,4.0,1.0,2015-11-02,2015-11-04,74.0,74.0,,,OK,
ALKS,ALKS,2018-02-21,2018-03-06,large_plus,7.0,7.0,7.0,16.0,3.0,2018-02-16; 2018-03-15; 2018-04-16,2018-02-21; 2018-03-19; 2018-04-18,71.22; 62.42; 48.0,48.0,,,OK,
ALL,ALL,2008-12-30,2009-01-12,large_plus,46.0,16.0,8.0,16.0,1.0,2009-01-02,2009-01-06,33.5,33.5,,,OK,
ALL,ALL,2009-05-06,2009-05-29,large_plus,35.0,16.0,10.0,16.0,2.0,2009-05-07; 2009-07-01,2009-05-11; 2009-07-06,28.73; 25.21,25.21,,,OK,
ALLGF,ALLGF,2022-03-25,2022-03-30,mid,68.0,9.0,6.0,13.0,1.0,2022-04-29,2022-05-03,14.69,14.69,,,OK,
ALLK^25,ALLK,2019-04-09,2019-04-16,small,30.0,8.0,8.0,14.0,3.0,2019-04-09; 2019-05-09; 2019-05-22,2019-04-11; 2019-05-13; 2019-05-24,44.73; 43.07; 45.0,45.0,,,OK,
ALLK^25,ALLK,2019-08-08,2019-08-28,small,24.0,7.0,2.0,7.0,3.0,2019-08-07; 2019-09-17; 2019-09-20,2019-08-09; 2019-09-19; 2019-09-24,92.84; 87.66; 88.73,88.73,,,OK,
ALLK^25,ALLK,2019-11-20,2019-12-26,mid,22.0,3.0,1.0,5.0,2.0,2019-11-29; 2019-12-04,2019-12-03; 2019-12-06,98.37; 139.99,139.99,,,OK,
ALLK^25,ALLK,2020-11-03,2020-11-04,mid,27.0,14.0,14.0,15.0,2.0,2020-11-09; 2020-12-01,2020-11-11; 2020-12-03,109.55; 109.16,109.16,,,OK,
ALLK^25,ALLK,2022-10-03,2022-10-18,small,20.0,16.0,9.0,16.0,2.0,2022-10-06; 2022-11-18,2022-10-10; 2022-11-22,7.14; 7.93,7.93,,,OK,
ALLO,ALLO,2019-09-25,2019-10-01,,,,,,0.0,,,,,,,no_pivot_yet,False
ALLO,ALLO,2022-08-05,2022-08-25,small,88.0,16.0,12.0,16.0,2.0,2022-08-12; 2022-09-09,2022-08-16; 2022-09-13,17.49; 15.555,15.555,,,OK,
ALLO,ALLO,2026-02-19,2026-04-13,small,62.0,15.0,6.0,16.0,3.0,2026-02-19; 2026-02-27; 2026-04-13,2026-02-23; 2026-03-03; 2026-04-15,2.3; 2.8; 4.46,4.46,,,OK,
ALLT,ALLT,2012-04-23,2012-04-24,small,11.0,3.0,3.0,3.0,3.0,2012-04-19; 2012-05-02; 2012-05-29,2012-04-23; 2012-05-04; 2012-05-31,25.36; 26.97; 26.49,26.49,,,OK,
ALLT,ALLT,2012-06-21,2012-07-06,small,15.0,2.0,2.0,5.0,1.0,2012-06-21,2012-06-25,28.32,28.32,,,OK,
ALM,ALM,2025-12-19,2026-05-05,mid,51.0,16.0,4.0,16.0,6.0,2025-12-26; 2026-01-26; 2026-02-09; 2026-03-02; 2026-04-17; 2026-05-13,2025-12-30; 2026-01-28; 2026-02-11; 2026-03-04; 2026-04-21; 2026-05-15,9.58; 12.98; 14.915; 20.88; 24.41; 22.3,22.3,,,OK,
ALMS,ALMS,2025-12-15,2026-03-11,small,85.0,10.0,2.0,14.0,3.0,2026-01-21; 2026-01-29; 2026-02-19,2026-01-23; 2026-02-02; 2026-02-23,27.2; 28.29; 30.6,30.6,,,OK,
ALMS,ALMS,2026-05-05,2026-05-07,,,,,,0.0,,,,,,,no_pivot_yet,False
ALMS,ALMS,2026-07-06,2026-07-08,mid,113.0,16.0,8.0,16.0,1.0,2026-07-08,2026-07-10,31.35,31.35,,,OK,
ALNY,ALNY,2007-12-06,2007-12-10,small,8.0,3.0,3.0,4.0,1.0,2008-01-08,2008-01-10,33.75,33.75,,,OK,
ALNY,ALNY,2008-02-22,2008-02-27,small,57.0,9.0,7.0,10.0,1.0,2008-03-25,2008-03-27,27.03,27.03,,,OK,
ALNY,ALNY,2012-07-17,2012-08-02,small,20.0,2.0,2.0,5.0,3.0,2012-07-17; 2012-07-27; 2012-08-29,2012-07-19; 2012-07-31; 2012-08-31,19.97; 20.63; 18.74,18.74,,,OK,
ALNY,ALNY,2013-07-18,2013-07-31,mid,2.0,1.0,1.0,4.0,5.0,2013-07-25; 2013-08-02; 2013-08-09; 2013-08-26; 2013-09-10,2013-07-29; 2013-08-06; 2013-08-13; 2013-08-28; 2013-09-12,46.0; 49.73; 50.0; 55.32; 58.34,58.34,,,OK,
ALNY,ALNY,2013-10-09,2013-10-10,,,,,,0.0,,,,,,,no_pivot_yet,False
ALNY,ALNY,2014-01-15,2014-03-05,mid,5.0,4.0,4.0,11.0,2.0,2014-01-13; 2014-02-24,2014-01-15; 2014-02-26,112.57; 92.45,92.45,,,OK,
ALNY,ALNY,2014-05-30,2014-06-13,mid,5.0,3.0,2.0,6.0,2.0,2014-05-28; 2014-06-16,2014-05-30; 2014-06-18,65.31; 71.4,71.4,,,OK,
ALNY,ALNY,2014-10-14,2014-12-19,mid,5.0,1.0,1.0,6.0,5.0,2014-10-14; 2014-10-28; 2014-11-13; 2014-12-08; 2015-01-13,2014-10-16; 2014-10-30; 2014-11-17; 2014-12-10; 2015-01-15,89.54; 97.37; 102.76; 111.49; 108.865,108.865,,,OK,
ALNY,ALNY,2015-03-23,2015-04-30,mid,18.0,10.0,6.0,13.0,4.0,2015-03-19; 2015-04-16; 2015-04-21; 2015-05-29,2015-03-23; 2015-04-20; 2015-04-23; 2015-06-02,121.93; 123.72; 132.99; 133.96,133.96,,,OK,
ALNY,ALNY,2015-11-10,2015-11-25,mid,31.0,14.0,9.0,16.0,2.0,2015-11-10; 2016-01-05,2015-11-12; 2016-01-07,110.75; 98.0,98.0,,,OK,
ALNY,ALNY,2016-04-06,2016-04-21,mid,25.0,15.0,9.0,16.0,1.0,2016-04-07,2016-04-11,75.0775,75.0775,,,OK,
ALNY,ALNY,2017-03-21,2017-03-31,mid,9.0,8.0,5.0,8.0,3.0,2017-03-21; 2017-04-26; 2017-05-05,2017-03-23; 2017-04-28; 2017-05-09,60.41; 54.31; 57.39,57.39,,,OK,
ALNY,ALNY,2017-05-24,2017-06-01,mid,14.0,5.0,5.0,6.0,2.0,2017-05-23; 2017-06-22,2017-05-25; 2017-06-26,75.83; 86.92,86.92,,,OK,
ALNY,ALNY,2017-09-26,2017-11-21,large_plus,3.0,1.0,1.0,1.0,5.0,2017-10-02; 2017-10-12; 2017-11-02; 2017-12-04; 2018-01-03,2017-10-04; 2017-10-16; 2017-11-06; 2017-12-06; 2018-01-05,125.96; 126.16; 147.63; 139.9; 136.71,136.71,,,OK,
ALNY,ALNY,2018-03-27,2018-03-29,,,,,,0.0,,,,,,,no_pivot_yet,False
ALNY,ALNY,2018-09-11,2018-09-14,,,,,,0.0,,,,,,,no_pivot_yet,False
ALNY,ALNY,2019-01-23,2019-01-28,mid,24.0,16.0,14.0,16.0,2.0,2019-02-05; 2019-03-05,2019-02-07; 2019-03-07,86.45; 90.33,90.33,,,OK,
ALNY,ALNY,2020-04-17,2020-05-18,large_plus,12.0,4.0,4.0,11.0,3.0,2020-04-27; 2020-05-06; 2020-06-26,2020-04-29; 2020-05-08; 2020-06-30,147.41; 151.84; 158.37,158.37,,,OK,
ALNY,ALNY,2021-12-27,2021-12-30,,,,,,0.0,,,,,,,no_pivot_yet,False
ALNY,ALNY,2022-08-16,2022-08-22,large_plus,39.0,3.0,2.0,3.0,2.0,2022-08-12; 2022-09-09,2022-08-16; 2022-09-13,236.8; 228.045,228.045,,,OK,
ALNY,ALNY,2025-04-02,2025-04-07,large_plus,1.0,1.0,1.0,4.0,1.0,2025-05-07,2025-05-09,277.845,277.845,,,OK,
ALO.2^08,ALO,2005-08-08,2005-08-19,,,,,,0.0,,,,,,,no_pivot_yet,False
ALO.2^08,ALO,2008-11-26,2008-11-28,small,34.0,7.0,5.0,7.0,2.0,2008-11-26; 2008-12-18,2008-12-01; 2008-12-22,364.7; 366.2,366.2,,,OK,
