ticker,revised_ticker,first_qualifying_date,last_qualifying_date,mktcap_bucket,bucket_population,best_rank_in_bucket,worst_rank_in_bucket,num_hh_flagpoles,hh_dates,hh_confirmed_dates,suggested_resistances,latest_suggested_resistance,is_valid_flag,resistance_override,status,streak_still_active
ARRY.1^19,ARRY,2016-09-27,2016-10-19,small,20.0,2.0,3.0,2.0,2016-09-27; 2016-11-21,2016-09-29; 2016-11-23,7.27; 8.19,8.19,,,OK,
ARRY.1^19,ARRY,2016-11-22,2016-11-29,small,30.0,5.0,16.0,2.0,2016-12-09; 2016-12-19,2016-12-13; 2016-12-21,8.97; 9.0,9.0,,,OK,
ARRY.1^19,ARRY,2016-12-06,2016-12-09,,,,,0.0,,,,,,,no_pivot_yet,False
ARRY.1^19,ARRY,2017-01-17,2017-02-01,small,24.0,4.0,11.0,2.0,2017-01-23; 2017-02-10,2017-01-25; 2017-02-14,11.65; 13.4,13.4,,,OK,
ARRY.1^19,ARRY,2017-02-13,2017-02-22,,,,,0.0,,,,,,,no_pivot_yet,False
ARRY.1^19,ARRY,2017-07-06,2017-07-10,small,25.0,15.0,16.0,1.0,2017-08-15,2017-08-17,9.0793,9.0793,,,OK,
ARRY.1^19,ARRY,2017-08-25,2017-08-29,small,9.0,3.0,5.0,3.0,2017-08-24; 2017-09-08; 2017-10-02,2017-08-28; 2017-09-12; 2017-10-04,10.11; 12.03; 12.68,12.68,,,OK,
ARRY.1^19,ARRY,2017-09-06,2017-09-29,,,,,0.0,,,,,,,no_pivot_yet,False
ARRY.1^19,ARRY,2018-01-09,2018-02-28,mid,10.0,1.0,16.0,5.0,2018-01-11; 2018-01-23; 2018-02-08; 2018-02-26; 2018-03-08,2018-01-16; 2018-01-25; 2018-02-12; 2018-02-28; 2018-03-12,14.4024; 16.36; 18.24; 18.6; 18.78,18.78,,,OK,
ARRY.1^19,ARRY,2018-06-21,2018-07-02,mid,18.0,9.0,16.0,1.0,2018-06-21,2018-06-25,20.21,20.21,,,OK,
ARRY.1^19,ARRY,2018-11-02,2018-11-16,mid,4.0,1.0,15.0,3.0,2018-11-02; 2018-11-08; 2018-12-04,2018-11-06; 2018-11-12; 2018-12-07,17.29; 17.4688; 16.78,16.78,,,OK,
ARRY.1^19,ARRY,2019-01-17,2019-01-18,mid,12.0,9.0,15.0,2.0,2019-01-15; 2019-02-07,2019-01-17; 2019-02-11,18.19; 22.795,22.795,,,OK,
ARST.1^10,ARST,2010-09-01,2010-09-14,small,7.0,1.0,2.0,1.0,2010-09-13,2010-09-15,44.25,44.25,,,OK,
ARTC.1^14,ARTC,2008-04-28,2008-05-02,small,41.0,5.0,13.0,2.0,2008-04-29; 2008-06-06,2008-05-01; 2008-06-10,48.4; 48.52,48.52,,,OK,
ARTX^19,ARTX,2014-03-28,2014-04-11,small,37.0,2.0,10.0,1.0,2014-03-31,2014-04-02,6.61,6.61,,,OK,
ARUN^15,ARUN,2009-07-02,2009-07-07,small,31.0,12.0,16.0,3.0,2009-07-01; 2009-07-23; 2009-08-04,2009-07-06; 2009-07-27; 2009-08-06,8.93; 9.23; 9.28,9.28,,,OK,
ARUN^15,ARUN,2010-06-09,2010-06-14,small,11.0,2.0,4.0,3.0,2010-06-21; 2010-07-12; 2010-07-26,2010-06-23; 2010-07-14; 2010-07-28,15.71; 15.9001; 18.41,18.41,,,OK,
ARUN^15,ARUN,2011-01-20,2011-01-26,mid,9.0,5.0,9.0,3.0,2011-02-07; 2011-02-18; 2011-03-04,2011-02-09; 2011-02-23; 2011-03-08,25.24; 31.65; 32.78,32.78,,,OK,
ARUN^15,ARUN,2011-03-02,2011-03-23,mid,12.0,2.0,5.0,3.0,2011-03-28; 2011-04-25; 2011-05-02,2011-03-30; 2011-04-27; 2011-05-04,34.87; 36.15; 36.4,36.4,,,OK,
ARUN^15,ARUN,2011-09-26,2011-10-26,mid,15.0,1.0,13.0,3.0,2011-09-26; 2011-10-10; 2011-10-27,2011-09-28; 2011-10-12; 2011-10-31,23.94; 24.08; 25.55,25.55,,,OK,
ARUN^15,ARUN,2012-08-13,2012-08-14,small,20.0,3.0,5.0,4.0,2012-08-09; 2012-08-16; 2012-08-24; 2012-09-14,2012-08-13; 2012-08-20; 2012-08-28; 2012-09-18,17.03; 17.7395; 20.2; 22.41,22.41,,,OK,
ARVLF,ARVLF,2021-05-20,2021-06-18,,,,,0.0,,,,,,,no_pivot_yet,False
ARVLF,ARVLF,2021-10-08,2021-10-19,,,,,0.0,,,,,,,no_pivot_yet,False
ARVLF,ARVLF,2021-10-25,2021-10-28,,,,,0.0,,,,,,,no_pivot_yet,False
ARVN,ARVN,2019-11-20,2019-12-03,small,49.0,5.0,12.0,3.0,2019-12-02; 2019-12-12; 2019-12-26,2019-12-04; 2019-12-16; 2019-12-30,39.3305; 44.359; 44.97,44.97,,,OK,
ARVN,ARVN,2019-12-13,2019-12-16,small,38.0,11.0,12.0,1.0,2020-01-16,2020-01-21,52.93,52.93,,,OK,
ARVN,ARVN,2020-02-11,2020-02-13,small,21.0,16.0,16.0,2.0,2020-02-07; 2020-03-05,2020-02-11; 2020-03-09,54.95; 53.26,53.26,,,OK,
ARVN,ARVN,2020-12-15,2021-01-13,small,161.0,1.0,10.0,2.0,2020-12-28; 2021-01-19,2020-12-30; 2021-01-21,86.44; 92.77,92.77,,,OK,
ARVN,ARVN,2021-07-30,2021-08-13,mid,19.0,3.0,12.0,2.0,2021-07-29; 2021-09-10,2021-08-02; 2021-09-14,108.465; 98.67,98.67,,,OK,
ARVN,ARVN,2022-07-21,2022-07-26,mid,65.0,14.0,16.0,2.0,2022-07-21; 2022-08-10,2022-07-25; 2022-08-12,56.16; 58.58,58.58,,,OK,
ARVN,ARVN,2023-11-22,2023-11-29,small,45.0,7.0,16.0,4.0,2023-11-20; 2023-11-29; 2023-12-08; 2023-12-28,2023-11-22; 2023-12-01; 2023-12-12; 2024-01-02,22.38; 25.85; 36.94; 42.84,42.84,,,OK,
ARVN,ARVN,2023-12-06,2023-12-27,,,,,0.0,,,,,,,no_pivot_yet,False
ARVN,ARVN,2024-02-05,2024-02-28,mid,8.0,4.0,16.0,3.0,2024-02-09; 2024-02-16; 2024-03-01,2024-02-13; 2024-02-21; 2024-03-05,52.05; 53.08; 51.51,51.51,,,OK,
ARWR,ARWR,2014-01-30,2014-03-12,small,56.0,3.0,15.0,3.0,2014-01-31; 2014-02-24; 2014-03-06,2014-02-04; 2014-02-26; 2014-03-10,15.72; 23.1395; 27.63,27.63,,,OK,
ARWR,ARWR,2014-06-06,2014-06-25,small,9.0,2.0,16.0,2.0,2014-06-23; 2014-07-30,2014-06-25; 2014-08-01,15.73; 13.21,13.21,,,OK,
ARWR,ARWR,2014-08-20,2014-09-15,small,11.0,6.0,13.0,3.0,2014-08-18; 2014-09-03; 2014-09-09,2014-08-20; 2014-09-05; 2014-09-11,15.0; 17.38; 17.42,17.42,,,OK,
ARWR,ARWR,2014-09-23,2014-09-24,,,,,0.0,,,,,,,no_pivot_yet,False
ARWR,ARWR,2014-12-31,2015-01-12,small,29.0,2.0,13.0,3.0,2014-12-30; 2015-01-09; 2015-02-24,2015-01-02; 2015-01-13; 2015-02-26,8.55; 9.33; 8.06,8.06,,,OK,
ARWR,ARWR,2015-03-05,2015-03-18,small,32.0,13.0,16.0,2.0,2015-03-05; 2015-04-13,2015-03-09; 2015-04-15,8.36; 8.9,8.9,,,OK,
ARWR,ARWR,2015-09-24,2015-10-02,small,24.0,6.0,14.0,1.0,2015-09-24,2015-09-28,9.36,9.36,,,OK,
ARWR,ARWR,2018-01-19,2018-02-02,small,43.0,6.0,10.0,3.0,2018-01-22; 2018-02-27; 2018-03-12,2018-01-24; 2018-03-01; 2018-03-14,6.75; 6.8; 7.93,7.93,,,OK,
ARWR,ARWR,2018-03-16,2018-03-27,small,38.0,7.0,16.0,1.0,2018-03-27,2018-03-29,8.09,8.09,,,OK,
ARWR,ARWR,2018-05-14,2018-06-01,small,35.0,5.0,11.0,4.0,2018-05-18; 2018-05-31; 2018-06-13; 2018-06-19,2018-05-22; 2018-06-04; 2018-06-15; 2018-06-21,10.38; 11.57; 11.8375; 14.24,14.24,,,OK,
ARWR,ARWR,2018-06-18,2018-07-09,small,36.0,2.0,16.0,2.0,2018-07-18; 2018-08-13,2018-07-20; 2018-08-15,17.18; 17.187,17.187,,,OK,
ARWR,ARWR,2018-07-16,2018-07-20,,,,,0.0,,,,,,,no_pivot_yet,False
ARWR,ARWR,2018-07-27,2018-07-31,small,24.0,8.0,14.0,1.0,2018-09-06,2018-09-10,22.39,22.39,,,OK,
ARWR,ARWR,2018-09-17,2018-09-27,,,,,0.0,,,,,,,no_pivot_yet,False
ARWR,ARWR,2018-12-14,2018-12-19,small,28.0,8.0,14.0,1.0,2018-12-13,2018-12-17,15.47,15.47,,,OK,
ARWR,ARWR,2019-02-11,2019-02-21,small,34.0,11.0,16.0,1.0,2019-03-04,2019-03-06,20.6,20.6,,,OK,
ARWR,ARWR,2019-05-23,2019-06-03,small,20.0,2.0,15.0,4.0,2019-05-21; 2019-05-29; 2019-06-10; 2019-06-27,2019-05-23; 2019-05-31; 2019-06-12; 2019-07-01,22.74; 25.495; 27.69; 28.84,28.84,,,OK,
ARWR,ARWR,2019-08-30,2019-09-11,mid,8.0,3.0,10.0,2.0,2019-08-30; 2019-10-23,2019-09-04; 2019-10-25,36.8; 40.09,40.09,,,OK,
ARWR,ARWR,2019-11-04,2019-11-05,mid,4.0,1.0,2.0,1.0,2019-11-29,2019-12-03,73.72,73.72,,,OK,
ARWR,ARWR,2019-11-20,2019-12-20,,,,,0.0,,,,,,,no_pivot_yet,False
ARWR,ARWR,2020-07-02,2020-07-06,mid,58.0,15.0,15.0,2.0,2020-07-21; 2020-08-17,2020-07-23; 2020-08-19,52.0; 46.54,46.54,,,OK,
ARWR,ARWR,2020-10-21,2020-11-05,mid,60.0,3.0,15.0,4.0,2020-10-27; 2020-11-12; 2020-11-19; 2020-12-14,2020-10-29; 2020-11-16; 2020-11-23; 2020-12-16,62.75; 71.6205; 72.5; 78.27,78.27,,,OK,
ARWR,ARWR,2022-07-12,2022-07-29,mid,84.0,8.0,16.0,3.0,2022-07-13; 2022-07-20; 2022-08-15,2022-07-15; 2022-07-22; 2022-08-17,43.6799; 45.13; 48.48,48.48,,,OK,
ARWR,ARWR,2023-01-03,2023-01-12,mid,21.0,9.0,15.0,1.0,2023-01-03,2023-01-05,41.03,41.03,,,OK,
ARWR,ARWR,2024-01-03,2024-01-25,mid,60.0,2.0,7.0,2.0,2024-01-10; 2024-03-04,2024-01-12; 2024-03-06,39.83; 36.72,36.72,,,OK,
ARWR,ARWR,2024-07-02,2024-07-08,mid,15.0,8.0,13.0,1.0,2024-07-16,2024-07-18,30.41,30.41,,,OK,
ARWR,ARWR,2025-08-20,2025-08-27,mid,49.0,10.0,15.0,3.0,2025-09-04; 2025-09-24; 2025-10-06,2025-09-08; 2025-09-26; 2025-10-08,29.34; 33.73; 39.4199,39.4199,,,OK,
ARWR,ARWR,2025-09-15,2025-09-18,mid,41.0,8.0,15.0,1.0,2025-10-16,2025-10-20,40.289,40.289,,,OK,
ARWR,ARWR,2025-11-26,2025-12-30,mid,45.0,4.0,15.0,4.0,2025-12-11; 2026-01-06; 2026-01-23; 2026-02-03,2025-12-15; 2026-01-08; 2026-01-27; 2026-02-05,72.36; 76.76; 71.16; 76.11,76.11,,,OK,
ARX,ARX,2026-03-25,2026-03-27,mid,56.0,11.0,16.0,2.0,2026-03-31; 2026-04-22,2026-04-02; 2026-04-24,13.765; 15.96,15.96,,,OK,
ARXS,ARXS,2026-06-24,2026-06-25,large_plus,56.0,15.0,16.0,1.0,2026-07-02,2026-07-07,47.81,47.81,,,OK,
ARXS,ARXS,2026-07-30,2026-08-25,large_plus,10.0,1.0,12.0,1.0,2026-08-06,2026-08-10,61.5,61.5,,,OK,
ARXT^08,ARXT,2006-06-08,2006-06-15,,,,,0.0,,,,,,,no_pivot_yet,False
AS,AS,2024-12-05,2024-12-09,large_plus,16.0,6.0,11.0,2.0,2024-12-17; 2025-01-06,2024-12-19; 2025-01-08,29.43; 31.32,31.32,,,OK,
ASAN,ASAN,2021-06-17,2021-09-13,mid,96.0,1.0,16.0,8.0,2021-06-29; 2021-07-06; 2021-07-26; 2021-08-05; 2021-08-12; 2021-08-24; 2021-09-23; 2021-10-25,2021-07-01; 2021-07-08; 2021-07-28; 2021-08-09; 2021-08-16; 2021-08-26; 2021-09-27; 2021-10-27,64.93; 71.0; 76.1; 78.98; 80.7399; 80.2799; 124.85; 139.98,139.98,,,OK,
ASAN,ASAN,2021-09-17,2021-10-05,large_plus,15.0,2.0,3.0,1.0,2021-11-15,2021-11-17,145.7899,145.7899,,,OK,
ASAN,ASAN,2021-10-26,2021-11-15,,,,,0.0,,,,,,,no_pivot_yet,False
ASAN,ASAN,2023-03-10,2023-03-31,mid,44.0,1.0,9.0,1.0,2023-03-09,2023-03-13,22.96,22.96,,,OK,
ASAN,ASAN,2023-06-02,2023-06-16,mid,28.0,7.0,16.0,3.0,2023-06-02; 2023-06-16; 2023-07-14,2023-06-06; 2023-06-21; 2023-07-18,25.53; 26.27; 24.61,24.61,,,OK,
ASAN,ASAN,2023-11-02,2023-11-13,mid,8.0,6.0,12.0,3.0,2023-11-06; 2023-11-20; 2023-12-05,2023-11-08; 2023-11-22; 2023-12-07,20.4899; 22.13; 23.44,23.44,,,OK,
ASAN,ASAN,2024-12-11,2024-12-31,mid,56.0,5.0,15.0,4.0,2024-12-16; 2025-01-06; 2025-01-31; 2025-02-10,2024-12-18; 2025-01-08; 2025-02-04; 2025-02-12,27.77; 23.025; 23.15; 23.9738,23.9738,,,OK,
ASAPQ,ASAPQ,2020-03-23,2020-04-03,,,,,0.0,,,,,,,no_pivot_yet,False
ASAPQ,ASAPQ,2020-05-07,2020-06-01,,,,,0.0,,,,,,,no_pivot_yet,False
ASAPQ,ASAPQ,2020-07-07,2020-07-08,,,,,0.0,,,,,,,no_pivot_yet,False
ASAPQ,ASAPQ,2020-07-17,2020-07-29,,,,,0.0,,,,,,,no_pivot_yet,False
ASAPQ,ASAPQ,2021-10-25,2021-11-10,,,,,0.0,,,,,,,no_pivot_yet,False
ASB,ASB,2008-09-16,2008-10-06,mid,55.0,6.0,12.0,1.0,2008-10-22,2008-10-24,0.49,0.49,,,OK,
ASC,ASC,2023-02-21,2023-02-24,small,56.0,13.0,15.0,2.0,2023-02-16; 2023-03-01,2023-02-21; 2023-03-03,19.2022; 19.405,19.405,,,OK,
ASCA.1^13,ASCA,2008-08-27,2008-09-03,small,76.0,8.0,15.0,2.0,2008-09-02; 2008-09-16,2008-09-04; 2008-09-18,17.94; 17.0,17.0,,,OK,
ASEI^16,ASEI,2005-08-19,2005-08-30,,,,,0.0,,,,,,,no_pivot_yet,False
ASEI^16,ASEI,2005-09-16,2005-09-23,,,,,0.0,,,,,,,no_pivot_yet,False
ASEI^16,ASEI,2006-09-28,2006-10-03,small,12.0,9.0,12.0,1.0,2006-10-26,2006-10-30,56.99,56.99,,,OK,
ASEI^16,ASEI,2006-11-06,2006-11-16,small,16.0,3.0,12.0,2.0,2006-11-16; 2006-12-05,2006-11-20; 2006-12-07,66.41; 71.22,71.22,,,OK,
ASEI^16,ASEI,2007-08-24,2007-08-27,small,60.0,11.0,15.0,2.0,2007-09-04; 2007-10-02,2007-09-06; 2007-10-04,73.4; 67.14,67.14,,,OK,
ASEI^16,ASEI,2008-11-26,2008-12-04,small,34.0,11.0,15.0,2.0,2008-11-28; 2009-01-05,2008-12-02; 2009-01-07,77.05; 74.97,74.97,,,OK,
ASH,ASH,2009-03-27,2009-05-04,small,93.0,1.0,14.0,4.0,2009-04-17; 2009-04-24; 2009-05-07; 2009-05-20,2009-04-21; 2009-04-28; 2009-05-11; 2009-05-22,8.953; 9.4618; 13.1409; 13.7133,13.7133,,,OK,
ASH,ASH,2009-05-13,2009-05-18,,,,,0.0,,,,,,,no_pivot_yet,False
ASIA.1^14,ASIA,2009-10-12,2009-10-23,small,26.0,4.0,16.0,3.0,2009-10-20; 2009-11-11; 2009-11-17,2009-10-22; 2009-11-13; 2009-11-19,24.25; 26.03; 26.46,26.46,,,OK,
ASIA.1^14,ASIA,2009-10-29,2009-11-03,small,48.0,4.0,8.0,1.0,2009-12-14,2009-12-16,32.4,32.4,,,OK,
ASIA.1^14,ASIA,2009-11-10,2009-11-17,,,,,0.0,,,,,,,no_pivot_yet,False
ASIA.1^14,ASIA,2009-12-15,2009-12-21,small,16.0,8.0,12.0,1.0,2010-01-04,2010-01-06,32.45,32.45,,,OK,
ASIA.1^14,ASIA,2010-07-01,2010-07-02,small,24.0,7.0,10.0,2.0,2010-07-14; 2010-07-27,2010-07-16; 2010-07-29,26.11; 27.05,27.05,,,OK,
ASIA.1^14,ASIA,2011-07-19,2011-07-20,,,,,0.0,,,,,,,no_pivot_yet,False
ASKJ^05,ASKJ,2005-01-20,2005-02-02,,,,,0.0,,,,,,,no_daily_bars,False
ASM,ASM,2026-02-04,2026-02-18,small,115.0,5.0,16.0,1.0,2026-03-02,2026-03-04,9.7,9.7,,,OK,
ASMB,ASMB,2019-10-30,2019-11-13,small,22.0,2.0,8.0,2.0,2019-11-11; 2019-12-12,2019-11-13; 2019-12-16,228.0; 300.84,300.84,,,OK,
ASMB,ASMB,2019-12-12,2019-12-27,,,,,0.0,,,,,,,no_pivot_yet,False
ASNAQ^21,ASNAQ,2006-10-03,2006-10-12,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2011-10-07,2011-10-10,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2016-03-09,2016-03-23,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2016-11-18,2016-11-25,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2016-12-02,2016-12-15,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2018-06-11,2018-06-15,,,,,0.0,,,,,,,no_daily_bars,False
ASNAQ^21,ASNAQ,2018-06-21,2018-07-02,,,,,0.0,,,,,,,no_daily_bars,False
ASO,ASO,2021-04-07,2021-04-29,mid,32.0,2.0,15.0,3.0,2021-04-06; 2021-05-06; 2021-06-02,2021-04-08; 2021-05-10; 2021-06-04,33.74; 36.6; 37.9,37.9,,,OK,
ASPC,ASPC,2025-12-29,2026-01-09,,,,,0.0,,,,,,,no_pivot_yet,False
ASPI,ASPI,2024-10-30,2024-11-18,small,53.0,3.0,12.0,3.0,2024-10-30; 2024-11-11; 2024-12-16,2024-11-01; 2024-11-13; 2024-12-18,9.23; 9.33; 6.01,6.01,,,OK,
ASPN,ASPN,2021-07-28,2021-08-02,small,27.0,8.0,16.0,3.0,2021-07-30; 2021-08-30; 2021-09-03,2021-08-03; 2021-09-01; 2021-09-08,41.85; 45.35; 46.79,46.79,,,OK,
ASPN,ASPN,2024-05-07,2024-05-21,small,25.0,2.0,7.0,3.0,2024-05-14; 2024-05-28; 2024-06-06,2024-05-16; 2024-05-30; 2024-06-10,27.91; 30.28; 31.74,31.74,,,OK,
ASPN,ASPN,2024-08-26,2024-09-06,mid,24.0,5.0,15.0,1.0,2024-10-16,2024-10-18,26.9,26.9,,,OK,
ASPS,ASPS,2012-10-31,2012-11-05,mid,8.0,3.0,4.0,1.0,2012-12-07,2012-12-11,436.96,436.96,,,OK,
ASPS,ASPS,2015-04-23,2015-05-28,small,31.0,1.0,15.0,4.0,2015-05-05; 2015-05-11; 2015-06-16; 2015-06-23,2015-05-07; 2015-05-13; 2015-06-18; 2015-06-25,123.4; 130.8; 132.8; 134.36,134.36,,,OK,
ASPS,ASPS,2015-07-23,2015-08-11,small,20.0,6.0,16.0,2.0,2015-07-23; 2015-09-10,2015-07-27; 2015-09-14,164.92; 125.76,125.76,,,OK,
ASPS,ASPS,2015-10-19,2015-10-21,small,36.0,6.0,9.0,2.0,2015-10-22; 2015-11-30,2015-10-26; 2015-12-02,148.0; 118.24,118.24,,,OK,
ASPS,ASPS,2016-01-05,2016-01-12,small,22.0,6.0,10.0,1.0,2016-02-22,2016-02-24,133.56,133.56,,,OK,
ASPS,ASPS,2017-04-05,2017-04-24,small,22.0,3.0,10.0,2.0,2017-04-19; 2017-05-30,2017-04-21; 2017-06-01,187.96; 88.4408,88.4408,,,OK,
ASPV.^08,ASPV.,2006-02-16,2006-03-01,,,,,0.0,,,,,,,no_daily_bars,False
ASPV.^08,ASPV.,2006-04-28,2006-05-09,,,,,0.0,,,,,,,no_daily_bars,False
ASPX^15,ASPX,2015-01-02,2015-01-21,small,31.0,1.0,12.0,4.0,2015-01-02; 2015-01-15; 2015-01-21; 2015-02-24,2015-01-06; 2015-01-20; 2015-01-23; 2015-02-26,54.93; 62.0; 64.06; 73.32,73.32,,,OK,
ASPX^15,ASPX,2015-01-29,2015-01-30,,,,,0.0,,,,,,,no_pivot_yet,False
ASPX^15,ASPX,2015-03-23,2015-03-30,mid,18.0,6.0,16.0,1.0,2015-04-28,2015-04-30,100.99,100.99,,,OK,
ASRT^26,ASRT,2011-02-03,2011-02-24,,,,,0.0,,,,,,,no_pivot_yet,False
ASRT^26,ASRT,2014-03-26,2014-04-01,,,,,0.0,,,,,,,no_pivot_yet,False
ASRT^26,ASRT,2016-05-18,2016-05-19,,,,,0.0,,,,,,,no_pivot_yet,False
ASRT^26,ASRT,2017-12-14,2017-12-19,,,,,0.0,,,,,,,no_pivot_yet,False
ASRT^26,ASRT,2018-07-12,2018-07-24,,,,,0.0,,,,,,,no_pivot_yet,False
ASRT^26,ASRT,2023-03-06,2023-03-22,small,27.0,3.0,16.0,3.0,2023-03-09; 2023-03-31; 2023-04-17,2023-03-13; 2023-04-04; 2023-04-19,105.0; 97.8; 94.8,94.8,,,OK,
ASRT^26,ASRT,2023-03-29,2023-04-03,small,22.0,13.0,14.0,1.0,2023-05-11,2023-05-15,120.15,120.15,,,OK,
ASST,ASST,2024-09-09,2024-09-13,,,,,0.0,,,,,,,no_pivot_yet,False
ASST,ASST,2025-05-12,2025-06-06,small,58.0,1.0,6.0,3.0,2025-05-09; 2025-05-22; 2025-07-07,2025-05-13; 2025-05-27; 2025-07-09,178.4; 268.4; 209.0,209.0,,,OK,
ASST,ASST,2025-09-10,2025-09-15,small,86.0,7.0,12.0,1.0,2025-09-10,2025-09-12,252.0,252.0,,,OK,
ASST,ASST,2026-04-15,2026-04-22,small,56.0,15.0,16.0,3.0,2026-04-22; 2026-05-14; 2026-05-22,2026-04-24; 2026-05-18; 2026-05-27,17.89; 18.215; 19.75,19.75,,,OK,
ASST,ASST,2026-08-25,2026-09-14,,,,,0.0,,,,,,,no_pivot_yet,True
ASTC,ASTC,2026-06-01,2026-06-12,small,136.0,1.0,1.0,1.0,2026-05-29,2026-06-02,68.85,68.85,,,OK,
ASTE,ASTE,2007-08-02,2007-08-07,small,21.0,11.0,13.0,3.0,2007-08-10; 2007-08-27; 2007-09-06,2007-08-14; 2007-08-29; 2007-09-10,54.22; 52.55; 54.473,54.473,,,OK,
ASTE,ASTE,2008-12-08,2008-12-15,small,76.0,5.0,16.0,1.0,2008-12-08,2008-12-10,33.99,33.99,,,OK,
ASTH,ASTH,2021-06-23,2021-08-09,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2021-09-23,2021-10-05,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2021-11-16,2021-11-22,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2021-11-29,2021-12-01,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2022-07-11,2022-07-12,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2022-07-22,2022-08-01,,,,,0.0,,,,,,,no_pivot_yet,False
ASTH,ASTH,2024-07-26,2024-08-02,mid,38.0,11.0,14.0,2.0,2024-07-26; 2024-08-27,2024-07-30; 2024-08-29,54.27; 50.05,50.05,,,OK,
ASTH,ASTH,2025-04-15,2025-04-17,small,14.0,9.0,14.0,2.0,2025-04-15; 2025-05-08,2025-04-17; 2025-05-12,34.15; 33.67,33.67,,,OK,
ASTI,ASTI,2007-04-16,2007-04-26,small,14.0,9.0,16.0,1.0,2007-04-16,2007-04-18,226800000000000.0,226800000000000.0,,,OK,
ASTI,ASTI,2007-10-11,2007-10-12,small,43.0,11.0,14.0,2.0,2007-10-19; 2007-11-08,2007-10-23; 2007-11-12,410800000000000.0; 490000000000000.0,490000000000000.0,,,OK,
ASTI,ASTI,2007-11-05,2007-11-16,small,46.0,2.0,15.0,1.0,2007-12-11,2007-12-13,448200000000000.0,448200000000000.0,,,OK,
ASTI,ASTI,2007-12-21,2008-01-14,small,34.0,4.0,16.0,2.0,2007-12-31; 2008-02-14,2008-01-03; 2008-02-19,567000000000000.0; 370000000000000.0,370000000000000.0,,,OK,
ASTS,ASTS,2021-06-30,2021-07-16,small,90.0,5.0,15.0,1.0,2021-06-30,2021-07-02,15.48,15.48,,,OK,
ASTS,ASTS,2021-09-17,2021-09-21,mid,65.0,6.0,13.0,1.0,2021-09-17,2021-09-21,13.21,13.21,,,OK,
ASTS,ASTS,2022-03-09,2022-03-18,small,96.0,11.0,16.0,1.0,2022-03-09,2022-03-11,11.48,11.48,,,OK,
ASTS,ASTS,2022-03-29,2022-04-06,,,,,0.0,,,,,,,no_pivot_yet,False
ASTS,ASTS,2022-08-15,2022-09-06,mid,141.0,1.0,11.0,1.0,2022-08-17,2022-08-19,14.27,14.27,,,OK,
ASTS,ASTS,2024-05-17,2024-07-17,small,54.0,1.0,8.0,10.0,2024-05-20; 2024-05-30; 2024-06-05; 2024-06-18; 2024-07-01; 2024-07-08; 2024-07-17; 2024-07-31; 2024-08-09; 2024-08-21,2024-05-22; 2024-06-03; 2024-06-07; 2024-06-21; 2024-07-03; 2024-07-10; 2024-07-19; 2024-08-02; 2024-08-13; 2024-08-23,5.77; 9.4; 9.6; 12.45; 12.6; 13.09; 14.0337; 21.28; 23.04; 39.08,39.08,,,OK,
ASTS,ASTS,2024-07-23,2024-09-06,,,,,0.0,,,,,,,no_pivot_yet,False
ASTS,ASTS,2025-02-13,2025-03-03,mid,39.0,3.0,14.0,3.0,2025-02-18; 2025-03-06; 2025-03-25,2025-02-20; 2025-03-10; 2025-03-27,33.55; 35.49; 29.59,29.59,,,OK,
ASTS,ASTS,2025-06-12,2025-07-11,mid,32.0,1.0,11.0,3.0,2025-06-24; 2025-07-21; 2025-08-12,2025-06-26; 2025-07-23; 2025-08-14,54.0499; 60.95; 55.5,55.5,,,OK,
ASTS,ASTS,2025-07-18,2025-08-06,,,,,0.0,,,,,,,no_pivot_yet,False
ASTS,ASTS,2025-10-03,2025-10-28,large_plus,24.0,1.0,9.0,1.0,2025-10-16,2025-10-20,102.79,102.79,,,OK,
ASTS,ASTS,2025-12-22,2026-02-04,large_plus,17.0,2.0,13.0,5.0,2025-12-24; 2026-01-09; 2026-01-21; 2026-01-30; 2026-03-04,2025-12-29; 2026-01-13; 2026-01-23; 2026-02-03; 2026-03-06,92.95; 101.675; 120.93; 129.89; 106.66,106.66,,,OK,
ASTS,ASTS,2026-05-28,2026-06-09,large_plus,56.0,4.0,14.0,1.0,2026-05-28,2026-06-01,133.8599,133.8599,,,OK,
ASTX.1^13,ASTX,2013-04-15,2013-04-23,small,17.0,3.0,5.0,2.0,2013-04-11; 2013-04-30,2013-04-15; 2013-05-02,6.465; 6.95,6.95,,,OK,
ASTX.1^13,ASTX,2013-05-01,2013-05-06,,,,,0.0,,,,,,,no_pivot_yet,False
