ticker,revised_ticker,name,primary_exchange,type,active,chartability
WCN,WCN,"Waste Connections, Inc.",XNYS,CS,True,likely_chartable
PDLI^20,PDLI,"PDL BioPharma, Inc.",XNAS,CS,False,likely_chartable
MMP^23,MMP,"Magellan Midstream Partners, L.P.",XNYS,CS,False,likely_chartable
FFIV,FFIV,"F5, Inc. Common Stock",XNAS,CS,True,likely_chartable
CB.1^16,CB,Chubb Limited,XNYS,CS,True,likely_chartable
TRV,TRV,"The Travelers Companies, Inc.",XNYS,CS,True,likely_chartable
TPP.1^09,TPP,TEPPCO PARTNERS LP UNIT L P I,XNYS,CS,False,likely_chartable
PTV^10,PTV,PACTIV CORPORATION,XNYS,CS,False,likely_chartable
NS^24,NS,NuStar Energy L.P.,XNYS,CS,False,likely_chartable
PCG,PCG,PG&E Corporation,XNYS,CS,True,likely_chartable
BMY,BMY,Bristol-Myers Squibb Co.,XNYS,CS,True,likely_chartable
CBSH,CBSH,Commerce Bancshares Inc,XNAS,CS,True,likely_chartable
PRA^26,PRA,ProAssurance Corporation,XNYS,CS,False,likely_chartable
RAI^17,RAI,Reynolds American Inc,XNYS,CS,False,likely_chartable
WRB,WRB,W.R. Berkley Corporation,XNYS,CS,True,likely_chartable
WB.3^09,WB,Weibo Corporation,XNAS,ADRC,True,likely_chartable
VZ,VZ,Verizon Communications,XNYS,CS,True,likely_chartable
KEY,KEY,KeyCorp,XNYS,CS,True,likely_chartable
CMP,CMP,"Compass Minerals International, Inc.",XNYS,CS,True,likely_chartable
FDO^15,FDO,FAMILY DOLLAR STORES,XNYS,CS,False,likely_chartable
FNFG^16,FNFG,FIRST NIAGARA FINANCIAL GROUP INC,XNAS,,False,likely_chartable
NAVI,NAVI,Navient Corporation,XNAS,CS,True,likely_chartable
STRA,STRA,"Strategic Education, Inc. Common Stock",XNAS,CS,True,likely_chartable
CHH,CHH,Choice Hotels Intnl.,XNYS,CS,True,likely_chartable
RVBD^15,RVBD,"RIVERBED TECHNOLOGY, INC COM",XNAS,,False,likely_chartable
ADM,ADM,Archer Daniels Midland Company,XNYS,CS,True,likely_chartable
RRC,RRC,Range Resources Corp,XNYS,CS,True,likely_chartable
CRI,CRI,Carter's Inc.,XNYS,CS,True,likely_chartable
NUE,NUE,Nucor Corporation,XNYS,CS,True,likely_chartable
BNY,BNY,Bank of New York Mellon Corporation,XNYS,CS,True,likely_chartable
RYAAY,RYAAY,Ryanair Holdings plc American Depositary Shares,XNAS,ADRC,True,likely_chartable
CTXS^22,CTXS,Citrix Systems Inc,XNAS,CS,False,likely_chartable
EQT,EQT,EQT CORP,XNYS,CS,True,likely_chartable
NCC^09,NCC,NATIONAL CITY CORP,XNYS,CS,False,likely_chartable
GVA,GVA,Granite Construction Inc.,XNYS,CS,True,likely_chartable
NRG,NRG,"NRG Energy, Inc.",XNYS,CS,True,likely_chartable
MCF^21,MCF,Contango Oil & Gas Co.,XASE,CS,False,likely_chartable
EBS,EBS,"Emergent Biosolutions, Inc.",XNYS,CS,True,likely_chartable
PFG,PFG,"Principal Financial Group, Inc.",XNAS,CS,True,likely_chartable
SUN.1^12,SUN,SUNOCO L.P.,XNYS,CS,True,likely_chartable
MS,MS,Morgan Stanley,XNYS,CS,True,likely_chartable
CXG^10,CXG,CNX GAS CORP,XNYS,CS,False,likely_chartable
CYCL.1^09,CYCL,CYCCLONE INC,OTC Link,CS,True,low_confidence
OKS^17,OKS,Oneok Partners LP,XNYS,CS,False,likely_chartable
FTO^11,FTO,FRONTIER OIL CORP,XNYS,CS,False,likely_chartable
CHRW,CHRW,"C.H. Robinson Worldwide, Inc.",XNAS,CS,True,likely_chartable
CNP,CNP,"CenterPoint Energy, Inc.",XNYS,CS,True,likely_chartable
OMG^15,OMG,OM GROUP INC.,XNYS,CS,False,likely_chartable
DMC,DMC,Del Monte Corporation,XNYS,CS,True,likely_chartable
PETS,PETS,"PetMed Express, Inc.",XNAS,CS,True,likely_chartable
LHCG^23,LHCG,LHC Group LLC,XNAS,CS,False,likely_chartable
XL.1^18,XL,XL Fleet Corp.,XNYS,CS,False,likely_chartable
PRE.1^16,PRE,Prenetics Global Limited Class A Ordinary Share,XNAS,CS,True,likely_chartable
EOG,EOG,"EOG Resources, Inc.",XNYS,CS,True,likely_chartable
EXP,EXP,"Eagle Materials, Inc.",XNYS,CS,True,likely_chartable
NAT,NAT,Nordic American Tanker,XNYS,CS,True,likely_chartable
SLH^16,SLH,"SOLERA HOLDINGS, INC. COM",XNYS,CS,False,likely_chartable
CPLA^18,CPLA,Capella Education Company,XNAS,CS,False,likely_chartable
TDS,TDS,Telephone and Data Systems Inc.,XNYS,CS,True,likely_chartable
QCOR^14,QCOR,QUESTCOR PHARMA INC,XNAS,,False,likely_chartable
NBL^20,NBL,"Noble Energy, Inc.",XNAS,CS,False,likely_chartable
HCC.1^15,HCC,"Warrior Met Coal, Inc.",XNYS,CS,True,likely_chartable
CHE,CHE,Chemed Corporation,XNYS,CS,True,likely_chartable
STR.3^16,STR,Sitio Royalties Corp.,XNYS,CS,False,likely_chartable
CINF,CINF,Cincinnati Financial Corp,XNAS,CS,True,likely_chartable
EAC.1^10,EAC,Edify Acquisition Corp. Class A Common Stock,XNAS,CS,False,likely_chartable
TAP,TAP,Molson Coors Beverage Company Class B,XNYS,CS,True,likely_chartable
HTE^09,HTE,HARVEST ENERGY TR-TR UNITS (CDA),XNYS,CS,False,likely_chartable
IPCR^09,IPCR,IPC HOLDING LIMITED,,,False,low_confidence
WGL^18,WGL,Wgl Holdings,XNYS,CS,False,likely_chartable
IDA,IDA,"IDACORP, Inc.",XNYS,CS,True,likely_chartable
ACM,ACM,Aecom,XNYS,CS,True,likely_chartable
NJR,NJR,New Jersey Resources Corp,XNYS,CS,True,likely_chartable
NVE^13,NVE,"NV ENERGY, INC",XNYS,CS,False,likely_chartable
ADCT.1^10,ADCT,ADC Therapeutics SA,XNYS,CS,True,likely_chartable
RNR,RNR,RenaissanceRe Holdings Ltd.,XNYS,CS,True,likely_chartable
AU.1^23,AU,AngloGold Ashanti plc,XNYS,CS,True,likely_chartable
CWT,CWT,California Water Service,XNYS,CS,True,likely_chartable
CKH^21,CKH,Seacor Holdings Inc.,XNYS,CS,False,likely_chartable
VVC^19,VVC,Vectren Corporation,XNYS,CS,False,likely_chartable
PTP^15,PTP,PLATINUM UNDERWRITERS HLDGS LTD,XNYS,CS,False,likely_chartable
RHI,RHI,Robert Half Inc.,XNYS,CS,True,likely_chartable
AN,AN,"AutoNation, Inc.",XNYS,CS,True,likely_chartable
IDCC,IDCC,"InterDigital, Inc.",XNAS,CS,True,likely_chartable
PENN,PENN,"PENN Entertainment, Inc. Common Stock",XNAS,CS,True,likely_chartable
TXT,TXT,"Textron, Inc.",XNYS,CS,True,likely_chartable
NEM,NEM,Newmont Corporation,XNYS,CS,True,likely_chartable
ORH^09,ORH,ODYSSEY RE HOLDINGS CORP,XNYS,CS,False,likely_chartable
Q.2^11,Q,"Qnity Electronics, Inc.",XNYS,CS,True,likely_chartable
F,F,Ford Motor Company,XNYS,CS,True,likely_chartable
COGT.1^10,COGT,"Cogent Biosciences, Inc. Common Stock",XNAS,CS,True,likely_chartable
VMC,VMC,Vulcan Materials Company(Holding Company),XNYS,CS,True,likely_chartable
PHI,PHI,PLDT Inc.,XNYS,ADRC,True,likely_chartable
OMX^13,OMX,OFFICEMAX INCORPORATED,XNYS,CS,False,likely_chartable
URS^14,URS,URS CORP,XNYS,CS,False,likely_chartable
ASTE,ASTE,Astec Industries Inc,XNAS,CS,True,likely_chartable
NXY^13,NXY,NEXEN INC,XNYS,CS,False,likely_chartable
DRH,DRH,Diamondrock Hospitality Company Common Stock,XNAS,CS,True,likely_chartable
FSP,FSP,Franklin Street Properties Corp,XASE,CS,True,likely_chartable
TWTC^14,TWTC,TW TELECOM INC CL A COM,XNAS,,False,likely_chartable
VR.3^18,VR,Global X Metaverse ETF,XNAS,ETF,False,low_confidence
FLR,FLR,Fluor Corporation,XNYS,CS,True,likely_chartable
BID.1^19,BID,Tribeca Strategic Acquisition Corp. Class A Ordinary Shares,XNAS,CS,True,likely_chartable
ASEI^16,ASEI,AMER SCIENCE & ENGR INC.,XNAS,,False,likely_chartable
CX,CX,Cemex S.A.B. de C.V.,XNYS,ADRC,True,likely_chartable
AMAG^20,AMAG,"AMAG Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
EME,EME,"EMCOR Group, Inc.",XNYS,CS,True,likely_chartable
HTS^16,HTS,HATTERAS FINANCIAL CORP,XNYS,CS,False,likely_chartable
NSR.3^17,NSR,Nomad Royalty Company Ltd.,XNYS,CS,False,likely_chartable
GNW,GNW,"Genworth Financial, Inc.",XNYS,CS,True,likely_chartable
PLD,PLD,"PROLOGIS, INC.",XNYS,CS,True,likely_chartable
OSK,OSK,Oshkosh Corp.,XNYS,CS,True,likely_chartable
SFD.4^13,SFD,"Smithfield Foods, Inc. Common Stock",XNAS,CS,True,likely_chartable
PAAS,PAAS,Pan American Silver Corp.,XNYS,CS,True,likely_chartable
HIG,HIG,"The Hartford Insurance Group, Inc.",XNYS,CS,True,likely_chartable
CBI^18,CBI,Chicago Bridge & Iron Nv,XNYS,CS,False,likely_chartable
MET,MET,"MetLife, Inc.",XNYS,CS,True,likely_chartable
STLD,STLD,Steel Dynamics Inc,XNAS,CS,True,likely_chartable
BGC.1^18,BGC,"BGC Group, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
TSN,TSN,"Tyson Foods, Inc.",XNYS,CS,True,likely_chartable
DRI,DRI,"Darden Restaurants, Inc.",XNYS,CS,True,likely_chartable
EAT,EAT,"Brinker International, Inc.",XNYS,CS,True,likely_chartable
EQY^17,EQY,Equity One,XNYS,CS,False,likely_chartable
M,M,Macy's Inc.,XNYS,CS,True,likely_chartable
SAFM^22,SAFM,Sanderson Farms Inc,XNAS,CS,False,likely_chartable
LNC,LNC,Lincoln National Corp.,XNYS,CS,True,likely_chartable
AMLN^12,AMLN,AMYLIN PHARMACEUTICALS INC,XNAS,,False,likely_chartable
AIZ,AIZ,"Assurant, Inc.",XNYS,CS,True,likely_chartable
MAC,MAC,The Macerich Company,XNYS,CS,True,likely_chartable
SLG,SLG,SL Green Realty Corp.,XNYS,CS,True,likely_chartable
TNL,TNL,Travel + Leisure Co.,XNYS,CS,True,likely_chartable
AMG,AMG,Affiliated Managers Group,XNYS,CS,True,likely_chartable
BDN,BDN,Brandywine Realty Trust,XNYS,CS,True,likely_chartable
CENX,CENX,Century Aluminum Co,XNAS,CS,True,likely_chartable
ARE,ARE,"Alexandria Real Estate Equities, Inc.",XNYS,CS,True,likely_chartable
COO,COO,"The Cooper Companies, Inc. Common Stock",XNAS,CS,True,likely_chartable
FLEX,FLEX,Flex Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
DRE^22,DRE,Duke Realty Corp.,XNYS,CS,False,likely_chartable
LBTYA,LBTYA,Liberty Global Ltd. Class A Common Shares,XNAS,CS,True,likely_chartable
ILMN,ILMN,Illumina Inc,XNAS,CS,True,likely_chartable
ODP^25,ODP,The ODP Corporation Common Stock,XNAS,CS,False,likely_chartable
WRI^21,WRI,Weingarten Realty Investors,XNYS,CS,False,likely_chartable
CYH,CYH,"Community Health Systems, Inc.",XNYS,CS,True,likely_chartable
WEN,WEN,The Wendy's Company,XNAS,CS,True,likely_chartable
CETV^20,CETV,Central European Media Enterprises Ltd,XNAS,CS,False,likely_chartable
AIPC^10,AIPC,AMERICAN ITALIAN PASTA CL-A,,,False,low_confidence
BMR.1^16,BMR,Beamr Imaging Ltd. Ordinary Share,XNAS,CS,True,likely_chartable
LMDIA^09,LMDIA,LIBERTY MEDIA CORP SERS A LIBERTY ENTERTAINMENT,,,False,low_confidence
ALD.1^10,ALD,WisdomTree Asia Local Debt Fund,ARCX,ETF,False,low_confidence
S.3^13,S,"SentinelOne, Inc.",XNYS,CS,True,likely_chartable
ACAS^17,ACAS,American Capital Ltd,XNAS,CS,False,likely_chartable
SVU^18,SVU,SUPERVALU Inc.,XNYS,CS,False,likely_chartable
GERN,GERN,Geron Corp,XNAS,CS,True,likely_chartable
WDC,WDC,Western Digital Corp.,XNAS,CS,True,likely_chartable
SWKS,SWKS,Skyworks Solutions Inc,XNAS,CS,True,likely_chartable
CI,CI,The Cigna Group,XNYS,CS,True,likely_chartable
SPR^25,SPR,"Spirit Aerosystems Holdings, Inc.",XNYS,CS,False,likely_chartable
HNT^16,HNT,HEALTH NET INC,XNYS,CS,False,likely_chartable
ELN^13,ELN,ELAN CORP ADS(RP1 ORD4IRISH PN,XNYS,CS,False,likely_chartable
RIO,RIO,Rio Tinto plc,XNYS,ADRC,True,likely_chartable
BEAV^17,BEAV,B/E Aerospace Inc,XNAS,CS,False,likely_chartable
NAV^21,NAV,Navistar International,XNYS,CS,False,likely_chartable
KCI^11,KCI,KINETIC CONCEPTS INC,XNYS,CS,False,likely_chartable
AKAM,AKAM,Akamai Technologies Inc,XNAS,CS,True,likely_chartable
BRCD^17,BRCD,"Brocade Communications Systems, Inc. NEW",XNAS,CS,False,likely_chartable
CVTX^09,CVTX,CV THERAPEUTICS INC,,,False,low_confidence
SEPR^09,SEPR,SEPRACOR INC,,,False,low_confidence
MR.1^16,MR,Montage Resources Corporation Common Stock,XNYS,CS,False,likely_chartable
HUM,HUM,Humana Inc.,XNYS,CS,True,likely_chartable
BCS,BCS,Barclays PLC,XNYS,ADRC,True,likely_chartable
NTRS,NTRS,Northern Trust Corp,XNAS,CS,True,likely_chartable
RS,RS,"Reliance, Inc.",XNYS,CS,True,likely_chartable
WRC^13,WRC,WARNACO GROUP INC CL A NEW (THE),XNYS,CS,False,likely_chartable
HOLX^26,HOLX,Hologic Inc,XNAS,CS,False,likely_chartable
STT,STT,State Street Corporation,XNYS,CS,True,likely_chartable
MDRX,MDRX,VERADIGM INC,OTC Link,CS,True,low_confidence
JAVA.1^10,JAVA,JPMorgan Active Value ETF,ARCX,ETF,True,low_confidence
STX,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),XNAS,CS,True,likely_chartable
KMX,KMX,CarMax Inc.,XNYS,CS,True,likely_chartable
BIDU,BIDU,"Baidu, Inc.",XNAS,ADRC,True,likely_chartable
CBRL,CBRL,"Cracker Barrel Old Country Store, Inc,.",XNAS,CS,True,likely_chartable
BR,BR,Broadridge Financial Solutions Inc,XNYS,CS,True,likely_chartable
CVH^13,CVH,COVENTRY HEALTH CARE INC,XNYS,CS,False,likely_chartable
CDNS,CDNS,Cadence Design Systems,XNAS,CS,True,likely_chartable
BX,BX,Blackstone Inc.,XNYS,CS,True,likely_chartable
FCX,FCX,Freeport-McMoran Inc.,XNYS,CS,True,likely_chartable
PLCE,PLCE,"Children's Place, Inc.",XNAS,CS,True,likely_chartable
SU,SU,"Suncor Energy, Inc.",XNYS,CS,True,likely_chartable
RGC.1^18,RGC,Regencell Bioscience Holdings Limited Ordinary Shares,XNAS,CS,True,likely_chartable
ARBA^12,ARBA,ARIBA INC,XNAS,,False,likely_chartable
NCX^09,NCX,NOVA CHEMICALS CORP,XNYS,CS,False,likely_chartable
PRXL^17,PRXL,Parexel International Corp,XNAS,CS,False,likely_chartable
STAR.2^09,STAR,ISTAR INC,XNYS,CS,False,likely_chartable
MSCC^18,MSCC,Microsemi Corp,XNAS,CS,False,likely_chartable
CHT,CHT,"CHUNGHWA TELECOM CO., LTD",XNYS,ADRC,True,likely_chartable
BWLD^18,BWLD,"Buffalo Wild Wings, Inc.",XNAS,CS,False,likely_chartable
DB,DB,Deutsche Bank Aktiengesellschaft,XNYS,CS,True,likely_chartable
IPG^25,IPG,"The Interpublic Group of Companies, Inc.",XNYS,CS,False,likely_chartable
VMI,VMI,"Valmont Industries, Inc.",XNYS,CS,True,likely_chartable
CAKE,CAKE,Cheesecake Factory (The),XNAS,CS,True,likely_chartable
CY^20,CY,Cypress Semiconductor,XNAS,CS,False,likely_chartable
BAC,BAC,Bank of America Corporation,XNYS,CS,True,likely_chartable
COF,COF,Capital One Financial,XNYS,CS,True,likely_chartable
AMD,AMD,Advanced Micro Devices,XNAS,CS,True,likely_chartable
CE,CE,Celanese Corporation Common Stock,XNYS,CS,True,likely_chartable
LAMR,LAMR,Lamar Advertising Co,XNAS,CS,True,likely_chartable
MGM,MGM,MGM RESORTS INTERNATIONAL,XNYS,CS,True,likely_chartable
ASH,ASH,Ashland Inc.,XNYS,CS,True,likely_chartable
FL^25,FL,"Foot Locker, Inc.",XNYS,CS,False,likely_chartable
ING,ING,ING Groep N.V. American Depositary Shares,XNYS,ADRC,True,likely_chartable
BYD,BYD,Boyd Gaming Corporation,XNYS,CS,True,likely_chartable
DIN,DIN,"Dine Brands Global, Inc.",XNYS,CS,True,likely_chartable
FIG.2^17,FIG,"Figma, Inc.",XNYS,CS,True,likely_chartable
NVAX,NVAX,Novavax Inc,XNAS,CS,True,likely_chartable
CNO,CNO,"CNO Financial Group, Inc.",XNYS,CS,True,likely_chartable
JNS^17,JNS,Janus Capital Group Inc,XNYS,CS,False,likely_chartable
TXI^14,TXI,TEXAS INDUSTRIES INC,XNYS,CS,False,likely_chartable
ANN^15,ANN,ANN INC,XNYS,CS,False,likely_chartable
LHO^18,LHO,LaSalle Hotel Properties,XNYS,CS,False,likely_chartable
SKS^13,SKS,SAKS INCORPORATED,XNYS,CS,False,likely_chartable
AIM,AIM,AIM ImmunoTech Inc.,XASE,CS,True,likely_chartable
TX,TX,Ternium S.A. American Depositary Shares,XNYS,ADRC,True,likely_chartable
BRY.1^13,BRY,Berry Corporation (bry) Common Stock,XNAS,CS,False,likely_chartable
CTV.2^11,CTV,Innovid Corp.,XNYS,CS,False,likely_chartable
HEROQ.1^15,HEROQ,,,,,unknown_not_in_polygon
CAR,CAR,"Avis Budget Group, Inc.",XNAS,CS,True,likely_chartable
CTIC^23,CTIC,CTI BioPharma Corp. (DE) Common Stock,XNAS,CS,False,likely_chartable
AGEN,AGEN,Agenus Inc.,XNAS,CS,True,likely_chartable
FCL.2^09,FCL,FOCUSSHARES TR MORNINGSTAR CONSUMER CYCLICAL,ARCX,INDEX,False,low_confidence
TEN.2^22,TEN,Tsakos Energy Navigation Ltd.,XNYS,CS,True,likely_chartable
JAZZ,JAZZ,"Jazz Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
STEC.1^13,STEC,Santech Holdings Limited American Depositary Shares,XNAS,ADRC,False,likely_chartable
BC,BC,Brunswick Corporation,XNYS,CS,True,likely_chartable
VG.3^22,VG,"Venture Global, Inc.",XNYS,CS,True,likely_chartable
SVA,SVA,"Sinovac Biotech, Ltd",XNAS,CS,True,likely_chartable
CVM,CVM,Cel-Sci Corporation,XASE,CS,True,likely_chartable
BCRX,BCRX,BioCryst Pharmaceuticals Inc,XNAS,CS,True,likely_chartable
CRZO^19,CRZO,Carrizo Oil & Gas Inc,XNAS,CS,False,likely_chartable
MAPP.2^13,MAPP,Harbor Multi Asset Explorers ETF,ARCX,ETF,False,low_confidence
RINO,RINO,RINO INTL CORP,OTC Link,CS,True,low_confidence
FUQI^13,FUQI,FUQI INTERNATIONAL INC COM,XNAS,,False,likely_chartable
TIVO.1^16,TIVO,Tivo Inc,XNAS,CS,False,likely_chartable
NYT,NYT,New York Times Co.,XNYS,CS,True,likely_chartable
MPG.3^13,MPG,Leverage Shares 2X Long MP Daily ETF,XNAS,ETF,True,low_confidence
HGSI^12,HGSI,HUMAN GENOME SCIENCES INC,XNAS,,False,likely_chartable
TRW^15,TRW,TRW AUTOMOTIVE HOLDINGS CORP,XNYS,CS,False,likely_chartable
ASIA.1^14,ASIA,Matthews Pacific Tiger Active ETF,ARCX,ETF,True,low_confidence
KFN^14,KFN,KKR FINANCIAL HOLDINGS LLC COM,XNYS,CS,False,likely_chartable
INCY,INCY,Incyte Genomics Inc,XNAS,CS,True,likely_chartable
NLST,NLST,NETLIST INC,OTC Link,CS,True,low_confidence
CGEN,CGEN,Compugen Ltd,XNAS,CS,True,likely_chartable
SRZ^13,SRZ,"SUNRISE SENIOR LIVING, INC. COMMON",XNYS,CS,False,likely_chartable
CNXT.1^11,CNXT,VanEck ChiNext Innovators ETF,ARCX,ETF,True,low_confidence
SIRI,SIRI,"Sirius XM Holdings,  Inc",XNAS,CS,True,likely_chartable
MNKD,MNKD,Mannkind Corporation,XNAS,CS,True,likely_chartable
SKX^25,SKX,"Skechers U.S.A., Inc.",XNYS,CS,False,likely_chartable
BUCY^11,BUCY,BUCYRUS INTERNATIONAL INC,XNAS,,False,likely_chartable
FMCN^13,FMCN,FOCUS MEDIA HOLDING LTD SPON ADR (CAYMAN ISLANDS),XNAS,,False,likely_chartable
UFS^21,UFS,DOMTAR CORPORATION (New),XNYS,CS,False,likely_chartable
NTRI^19,NTRI,"NutriSystem, Inc.",XNAS,CS,False,likely_chartable
DCTH,DCTH,Delcath Systems Inc,XNAS,CS,True,likely_chartable
PWER.1^13,PWER,Nomura Energy Transition ETF,ARCX,ETF,True,low_confidence
LSCC,LSCC,Lattice Semiconductor Corp,XNAS,CS,True,likely_chartable
AFFX^16,AFFX,AFFYMETRIX INC,XNAS,,False,likely_chartable
URI,URI,"United Rentals, Inc.",XNYS,CS,True,likely_chartable
ICXT^10,ICXT,ICX TECHNOLOGIES INC COM STK (DE),,,False,low_confidence
CAGC^12,CAGC,CHINA AGRITECH INC NEW COM STK (DE),XNAS,,False,likely_chartable
CRUS,CRUS,Cirrus Logic Inc,XNAS,CS,True,likely_chartable
GNVC^17,GNVC,"GenVec, Inc.",XNAS,CS,False,likely_chartable
SOMX^13,SOMX,SOMAXON PHARMACEUTICALS INC COM,XNAS,,False,likely_chartable
KERX^18,KERX,Keryx Biopharmaceuticals Inc,XNAS,CS,False,likely_chartable
IDT,IDT,IDT Corporation Class B,XNYS,CS,True,likely_chartable
APKT^13,APKT,"ACME PACKET, INC.",XNAS,,False,likely_chartable
RBCN,RBCN,RUBICON TECH INC,OTC Link,CS,True,low_confidence
GLG.1^10,GLG,"TD Holdings, Inc. Common Stock",XNAS,CS,False,likely_chartable
EVVV^10,EVVV,EV3 INC.,,,False,low_confidence
SGEN^23,SGEN,Seagen Inc. Common Stock,XNAS,CS,False,likely_chartable
GTI.1^15,GTI,Graphjet Technology Class A Ordinary Shares,XNAS,CS,False,likely_chartable
NGD^26,NGD,New Gold Inc.,XASE,CS,False,likely_chartable
ARUN^15,ARUN,"ARUBA NETWORKS, INC.",XNAS,,False,likely_chartable
VLTR^13,VLTR,VOLTERRA SEMCONDUCTOR CORP,XNAS,,False,likely_chartable
TIE^13,TIE,TITANIUM METALS CORP(NEW),XNYS,CS,False,likely_chartable
VQ^12,VQ,VENOCO INC COM,XNYS,CS,False,likely_chartable
JKS,JKS,JINKOSOLAR HOLDINGS CO,XNYS,ADRC,True,likely_chartable
VHC,VHC,VirnetX Holding Corp Common Stock,XNAS,CS,True,likely_chartable
MDCO^20,MDCO,Medicines Co,XNAS,CS,False,likely_chartable
MNTA^20,MNTA,"Momenta Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
APL^15,APL,ATLAS PIPELINE PARTNERS LP UTS,XNYS,CS,False,likely_chartable
TSLA,TSLA,"Tesla, Inc. Common Stock",XNAS,CS,True,likely_chartable
BKS^19,BKS,Barnes & Noble,XNYS,CS,False,likely_chartable
GGAL,GGAL,Grupo Financiero Galicia SA,XNAS,ADRC,True,likely_chartable
AMRN,AMRN,Amarin Corp Plc,XNAS,ADRC,True,likely_chartable
SPRD^13,SPRD,SPREADTRUM COMMUNICATIONS INC ADS (CAYMAN ISLANDS),XNAS,,False,likely_chartable
EXEL,EXEL,Exelixis Inc,XNAS,CS,True,likely_chartable
ARST.1^10,ARST,"ARCSIGHT, INC COM",XNAS,,False,likely_chartable
NVDA,NVDA,Nvidia Corp,XNAS,CS,True,likely_chartable
LNG,LNG,Cheniere Energy Inc,XNYS,CS,True,likely_chartable
NZ.1^10,NZ,NETEZZA CORPORATION COM,XNYS,CS,False,likely_chartable
CCME^12,CCME,CHINA MEDIAEXPRESS HOLDINGS INC COM STK (DE),XNAS,CS,False,likely_chartable
ZAGG^21,ZAGG,ZAGG Inc Common Stock (Delaware),XNAS,CS,False,likely_chartable
TZOO,TZOO,Travelzoo Common Stock,XNAS,CS,True,likely_chartable
SIFY,SIFY,Sify Technologies Limited,XNAS,ADRC,True,likely_chartable
IPGP,IPGP,IPG Photonics Corporation,XNAS,CS,True,likely_chartable
SQNS,SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),XNYS,ADRC,True,likely_chartable
ACOM.3^12,ACOM,Harbor Active Commodity ETF,ARCX,ETF,True,low_confidence
XOMA^26,XOMA,XOMA Royalty Corporation Common Stock,XNAS,CS,False,likely_chartable
CLDA^11,CLDA,CLINICAL DATA INC,,,False,low_confidence
URZ^15,URZ,URANERZ ENERGY CORP,XASE,CS,False,likely_chartable
YOKU^16,YOKU,YOUKU TUDOU INC.(CAYMAN ISLS),XNYS,CS,False,likely_chartable
JVA,JVA,"Coffee Holding Co., Inc.",XNAS,CS,True,likely_chartable
TA^23,TA,TravelCenters of America LLC,XNAS,CS,False,likely_chartable
EXK,EXK,Endeavour Silver Corp.,XNYS,CS,True,likely_chartable
AG,AG,FIRST MAJESTIC SILVER CORP,XNYS,CS,True,likely_chartable
KKD^16,KKD,KRISPY KREME DOUGHNUTS INC,XNYS,CS,False,likely_chartable
ZIP.1^13,ZIP,"ZipRecruiter, Inc.",XNYS,CS,True,likely_chartable
ARCO,ARCO,ARCOS DORADOS HOLDINGS INC.,XNYS,CS,True,likely_chartable
SODA^18,SODA,SodaStream International Ltd,XNAS,CS,False,likely_chartable
GLBC^11,GLBC,GLOBAL CROSSING LTD NEW (BERMUDA),,,False,low_confidence
GLUU^21,GLUU,Glu Mobile Inc.,XNAS,CS,False,likely_chartable
CASC^18,CASC,"Cascadian Therapeutics, Inc.",XNAS,CS,False,likely_chartable
AXAS^23,AXAS,Abraxas Petroleum Corporation,XNAS,CS,False,likely_chartable
LNKD^16,LNKD,LinkedIn Corporation,XNYS,CS,False,likely_chartable
MMI.3^12,MMI,MARCUS & MILLICHAP,XNYS,CS,True,likely_chartable
HRBN^11,HRBN,HARBIN ELEC INC,XNAS,,False,likely_chartable
MAKO.2^13,MAKO,Mako Mining Corp Common Stock,XNAS,CS,True,likely_chartable
NOK,NOK,Nokia Corporation,XNYS,ADRC,True,likely_chartable
ATHN.2^19,ATHN,Athena Technology Acquisition Corp.,XNYS,CS,False,likely_chartable
EM.3^11,EM,Smart Share Global Limited American Depositary Shares,XNAS,ADRC,False,likely_chartable
FCFS,FCFS,"FirstCash Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
DPZ,DPZ,Domino's Pizza Inc.,XNAS,CS,True,likely_chartable
LXK^16,LXK,Lexmark Intl Inc,XNYS,CS,False,likely_chartable
PAET^11,PAET,PAETEC HLDG CORP,XNAS,,False,likely_chartable
MFN^12,MFN,MINEFINDERS LTD (F),XASE,CS,False,likely_chartable
TRLG^13,TRLG,TRUE RELIGION APPAREL INC,XNAS,,False,likely_chartable
INFN^25,INFN,Infinera Corporation Common Stock,XNAS,CS,False,likely_chartable
RGR,RGR,"Sturm, Ruger & Company, Inc.",XNYS,CS,True,likely_chartable
LOGI,LOGI,Logitech International SA,XNAS,CS,True,likely_chartable
PPDI^11,PPDI,PHARMACEUTICAL PRODUCT DEV INC,XNAS,,False,likely_chartable
QIHU^16,QIHU,QIHOO 360 TECHNOLOGY CO LTD ADS RPSTG 3 CL A SHS,XNYS,CS,False,likely_chartable
GLBL.1^11,GLBL,Pacer MSCI World Industry Advantage ETF,BATS,ETF,True,low_confidence
